SLNO,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
7556,3215097,Yes,7,30,E1,193.93,184.45,-3.23,No,No,Female,Direct,2,ERS,Chennai,26,Joined
7557,3215120,Yes,7,30,E1,71.43,114.29,25,No,No,Male,Direct,1,ERS,Chennai,25,Joined
7558,3215172,Yes,98,60,E1,18.64,18.64,0,No,No,Female,Agency,6,ETS,Chennai,33,Joined
7559,3215393,No,3,90,E1,64.71,64.71,0,No,No,Male,Direct,4,BFSI,Chennai,27,Joined
7560,3215394,No,3,30,E1,30.02,30.02,0,No,No,Male,Direct,3,BFSI,Chennai,28,Joined
7561,3215396,No,27,60,E1,25.81,25.81,0,No,No,Male,Direct,5,BFSI,Chennai,28,Joined
7562,3215405,No,31,30,E1,28.57,28.57,0,No,No,Male,Agency,4,BFSI,Bangalore,29,Joined
7563,3215432,Yes,15,90,E2,27.35,24.66,-2.11,Yes,No,Female,Employee Referral,5,ETS,Noida,28,Joined
7565,3215505,No,0,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,3,INFRA,Noida,27,Joined
7566,3215556,No,1,90,E1,51.52,40.69,-7.14,No,No,Male,Agency,4,ERS,Bangalore,27,Not Joined
7567,3215561,Yes,21,90,E1,53.85,41.03,-8.33,No,Yes,Male,Direct,3,ERS,Chennai,28,Joined
7569,3215621,No,0,30,E1,65.85,8.54,-34.56,No,No,Male,Agency,2,ERS,Bangalore,24,Joined
7570,3215632,Yes,26,30,E1,61.76,76.47,9.09,No,No,Male,Agency,3,ERS,Bangalore,29,Not Joined
7571,3215639,No,3,30,E1,37.3,37.3,0,No,No,Male,Direct,4,ETS,Noida,28,Joined
7573,3215664,No,91,90,E1,40,37,-2.14,No,No,Male,Agency,4,ERS,Chennai,26,Not Joined
7575,3215700,Yes,6,30,E2,59.09,59.09,0,No,No,Male,Direct,5,ERS,Chennai,29,Joined
7576,3215724,No,6,30,E2,66.67,50,-10,No,No,Female,Employee Referral,4,INFRA,Chennai,27,Joined
7577,3215743,Yes,3,30,E1,7.14,7.14,0,No,No,Male,Direct,1,Healthcare,Noida,24,Joined
7578,3215818,Yes,28,30,E1,66.67,50,-10,No,No,Male,Agency,6,ERS,Chennai,30,Joined
7579,3215843,Yes,8,30,E1,66.67,83.33,10,No,No,Male,Agency,4,ERS,Chennai,26,Not Joined
7581,3215900,No,2,30,E1,62.3,62.3,0,No,No,Male,Employee Referral,4,INFRA,Noida,28,Joined
7582,3216005,No,0,30,E1,66.67,20,-28,No,No,Male,Employee Referral,9,INFRA,Hyderabad,38,Joined
7583,3218030,No,29,30,E1,31.58,31.58,0,No,No,Female,Agency,3,ERS,Bangalore,24,Joined
7584,3218118,No,24,60,E3,42.86,42.86,0,No,No,Male,Agency,13,INFRA,Chennai,48,Joined
7586,3218267,No,19,30,E1,44,44,0,No,No,Male,Direct,3,Healthcare,Chennai,23,Joined
7587,3218283,Yes,105,90,E3,33.33,50,12.5,No,No,Male,Agency,10,INFRA,Chennai,33,Not Joined
7588,3218293,Yes,21,60,E1,33.33,-6.67,-30,No,No,Male,Agency,2,ERS,Noida,23,Joined
7590,3218302,No,12,30,E2,33.33,122.22,66.67,No,No,Male,Agency,7,ERS,Noida,32,Joined
7591,3218309,No,3,60,E1,38.41,38.41,0,No,No,Female,Direct,2,BFSI,Chennai,31,Joined
7594,3218343,No,56,30,E1,25,14.58,-8.33,No,No,Male,Agency,3,ERS,Chennai,28,Not Joined
7595,3218356,Yes,98,90,E1,30.43,30.43,0,No,No,Female,Direct,3,BFSI,Chennai,24,Joined
7596,3218357,No,62,30,E1,105.76,126.34,10,No,No,Female,Agency,3,ERS,Chennai,25,Joined
7598,3218587,No,35,60,E1,32.35,17.65,-11.11,No,Yes,Female,Employee Referral,1,BFSI,Bangalore,25,Joined
7599,3219512,No,31,30,E1,53.85,32.69,-13.75,No,No,Female,Direct,5,ERS,Chennai,29,Joined
7600,3219969,No,2,30,E1,38.89,38.89,0,No,No,Male,Direct,2,ETS,Bangalore,25,Joined
7603,3220841,No,9,30,E1,75,65,-5.71,No,No,Male,Agency,2,INFRA,Noida,27,Joined
7604,3220881,No,0,60,E1,28.57,28.57,0,No,No,Male,Direct,4,AXON,Noida,29,Not Joined
7606,3220961,No,3,45,E2,33.33,22.22,-8.33,No,No,Male,Direct,4,INFRA,Chennai,26,Not Joined
7607,3220978,Yes,29,30,E1,17.19,10.94,-5.33,No,No,Male,Direct,3,CSMP,Noida,27,Joined
7608,3220999,No,26,30,E1,5.88,-11.76,-16.67,No,Yes,Female,Direct,2,INFRA,Noida,26,Joined
7610,3221018,No,0,30,E2,30.95,7.14,-18.18,No,No,Male,Direct,5,INFRA,Noida,24,Joined
7613,3221048,Yes,49,60,E1,75,35,-22.86,No,No,Male,Agency,1,INFRA,Noida,24,Joined
7614,3221057,No,0,30,E1,2.86,-4,-6.67,No,No,Male,Direct,3,INFRA,Noida,33,Joined
7615,3221083,No,6,30,E1,50,15,-23.33,No,No,Female,Direct,1,INFRA,Chennai,24,Joined
7617,3221116,No,1,30,E1,50,65,10,No,No,Male,Direct,2,INFRA,Chennai,32,Not Joined
7618,3221131,Yes,7,30,E1,33.33,44.44,8.33,No,No,Female,Employee Referral,6,ETS,Kolkata,32,Joined
7619,3221138,Yes,38,30,E1,50,68.4,12.27,No,No,Male,Direct,3,INFRA,Chennai,26,Joined
7621,3221147,Yes,108,90,E1,44.83,44.83,0,No,Yes,Male,Direct,5,AXON,Noida,30,Joined
7622,3221159,No,4,30,E2,33.33,116.67,62.5,No,No,Male,Direct,8,INFRA,Chennai,35,Joined
7623,3221171,No,31,30,E1,50,8,-28,No,No,Male,Direct,1,INFRA,Chennai,25,Joined
7624,3221187,Yes,8,60,E2,30,30,0,No,No,Male,Agency,7,ERS,Noida,25,Not Joined
7625,3221219,No,1,30,E1,5.88,-19.12,-23.61,No,No,Male,Direct,2,INFRA,Noida,27,Joined
7627,3221226,No,5,60,E1,30.3,28.79,-1.16,No,No,Male,Agency,3,ERS,Chennai,26,Not Joined
7628,3221236,No,4,60,E1,66.67,43.94,-13.64,No,No,Male,Agency,3,ERS,Chennai,27,Not Joined
7629,3221241,No,4,60,E1,25,52.78,22.22,No,No,Male,Agency,4,ERS,Chennai,28,Not Joined
7630,3221269,No,1,30,E1,50,75,16.67,No,No,Male,Agency,2,ERS,Chennai,25,Joined
7631,3221278,Yes,18,30,E2,44.44,84.44,27.69,No,No,Male,Direct,5,INFRA,Noida,28,Not Joined
7632,3221287,Yes,27,30,E1,66.67,86.67,12,No,No,Male,Agency,2,ERS,Chennai,26,Joined
7633,3221298,No,20,30,E1,33.33,66.67,25,No,No,Male,Agency,7,ERS,Chennai,32,Joined
7634,3221314,No,18,30,E2,44.44,44.44,0,No,No,Male,Direct,4,INFRA,Chennai,28,Not Joined
7635,3221373,No,0,30,E3,40,20,-14.29,No,No,Male,Agency,15,INFRA,Chennai,39,Joined
7636,3221415,No,1,60,E2,44.53,40.92,-2.5,No,No,Male,Direct,10,BFSI,Chennai,36,Not Joined
7637,3221486,No,61,60,E1,91.67,87.5,-2.17,No,No,Male,Direct,3,ERS,Chennai,25,Joined
7638,3221512,No,2,30,E1,66.67,60,-4,No,No,Male,Employee Referral,1,INFRA,Noida,23,Joined
7640,3221533,No,3,30,E3,17.62,32.33,12.5,No,No,Male,Agency,10,INFRA,Bangalore,32,Joined
7641,3221559,Yes,98,90,E2,37.5,37.5,0,No,No,Male,Direct,9,Healthcare,Kolkata,38,Joined
7642,3221586,No,1,30,E2,12.36,17.98,5,No,No,Male,Employee Referral,7,ERS,Bangalore,33,Not Joined
7643,3221612,No,26,30,E1,81.82,61.82,-11,No,No,Male,Direct,3,CSMP,Chennai,29,Joined
7644,3221639,Yes,46,30,E2,11.94,11.94,0,No,Yes,Male,Direct,7,EAS,Chennai,31,Joined
7645,3221652,No,7,30,E1,48.94,34.04,-10,No,No,Female,Direct,3,AXON,Kolkata,26,Not Joined
7646,3221687,No,4,30,E1,40,25,-10.71,No,No,Male,Direct,4,INFRA,Mumbai,27,Joined
7647,3221691,No,0,30,E1,75,75,0,No,No,Male,Agency,2,INFRA,Bangalore,27,Not Joined
7648,3221701,Yes,17,30,E2,10,28.57,16.88,No,No,Male,Direct,6,EAS,Chennai,34,Not Joined
7649,3221714,Yes,28,30,E1,16.67,25,7.14,No,No,Male,Direct,4,CSMP,Chennai,25,Joined
7650,3221715,Yes,57,60,E1,61.54,61.54,0,No,No,Male,Employee Referral,3,ERS,Bangalore,27,Joined
7651,3221737,Yes,22,30,E1,20.37,20.37,0,No,No,Female,Direct,5,CSMP,Noida,30,Joined
7652,3221781,Yes,18,30,E1,23.08,13.85,-7.5,No,Yes,Male,Direct,3,EAS,Chennai,30,Joined
7653,3221806,No,2,30,E1,34.62,25,-7.14,No,No,Male,Direct,5,CSMP,Chennai,29,Joined
7654,3221824,No,1,30,E1,46.2,35.23,-7.5,No,No,Male,Employee Referral,2,INFRA,Noida,26,Joined
7656,3221902,No,24,30,E1,19.05,19.05,0,No,No,Male,Direct,3,BFSI,Bangalore,26,Joined
7657,3221926,No,3,30,E3,50,30,-13.33,No,No,Female,Employee Referral,4,INFRA,Noida,27,Joined
7659,3224945,No,31,45,E1,71.43,31.43,-23.33,No,No,Male,Agency,4,ERS,Bangalore,27,Joined
7660,3224967,Yes,47,60,E1,66.3,39.69,-16,No,Yes,Male,Agency,3,ERS,Chennai,28,Joined
7661,3225136,Yes,3,45,E1,33.33,33.33,0,No,No,Male,Direct,5,EAS,Chennai,29,Not Joined
7662,3225152,Yes,7,30,E1,44.44,44.44,0,No,No,Male,Direct,4,EAS,Chennai,27,Not Joined
7663,3225167,Yes,29,30,E2,14.58,14.58,0,No,No,Male,Direct,7,EAS,Hyderabad,34,Not Joined
7664,3225195,Yes,0,0,E1,34.4,34.4,0,Yes,No,Male,Employee Referral,4,CSMP,Noida,27,Joined
7665,3225198,Yes,26,30,E2,11.63,-9.3,-18.75,No,Yes,Male,Direct,5,CSMP,Chennai,28,Joined
7666,3225319,No,32,45,E2,23.08,26.15,2.5,No,Yes,Female,Direct,5,ERS,Chennai,27,Joined
7667,3225345,Yes,107,90,E2,27.91,29.07,0.91,No,Yes,Male,Direct,7,ERS,Chennai,27,Joined
7668,3225396,No,18,60,E2,47.37,31.58,-10.71,No,No,Male,Direct,4,INFRA,Noida,27,Joined
7669,3225398,No,5,60,E2,16.44,3.42,-11.18,Yes,No,Male,Direct,9,ERS,Chennai,34,Not Joined
7670,3225455,No,1,30,E2,30,30,0,No,No,Male,Direct,6,INFRA,Noida,32,Joined
7672,3225550,Yes,65,60,E3,21.74,21.74,0,No,No,Male,Direct,8,INFRA,Noida,34,Joined
7673,3225574,No,1,60,E2,49.08,37.61,-7.69,No,No,Male,Direct,5,INFRA,Noida,27,Joined
7674,3225593,Yes,7,60,E2,95.02,95.02,0,No,No,Male,Direct,2,INFRA,Noida,25,Joined
7675,3225596,Yes,75,30,E1,57.14,57.14,0,No,No,Female,Employee Referral,3,ERS,Bangalore,29,Not Joined
7676,3225603,No,3,30,E1,15.74,0,-13.6,No,Yes,Male,Employee Referral,1,INFRA,Noida,24,Joined
7677,3225618,Yes,11,45,E2,47.06,47.06,0,No,No,Male,Direct,4,INFRA,Noida,30,Joined
7678,3225621,Yes,20,30,E1,83.33,58.33,-13.64,No,No,Male,Agency,3,ERS,Chennai,25,Joined
7679,3225636,No,1,45,E2,42.86,30,-9,No,No,Male,Agency,8,ERS,Chennai,36,Joined
7681,3225645,Yes,11,30,E1,122.22,100,-10,No,No,Male,Employee Referral,1,INFRA,Kolkata,26,Joined
7682,3225674,Yes,4,60,E1,57.89,81.58,15,No,Yes,Male,Agency,3,ERS,Chennai,29,Joined
7683,3225682,No,1,30,E1,43.75,48.44,3.26,No,Yes,Male,Direct,3,ERS,Chennai,24,Joined
7684,3225694,Yes,6,30,E1,33.33,33.33,0,No,No,Male,Direct,3,INFRA,Mumbai,26,Joined
7687,3225702,Yes,13,30,E2,5.88,-11.76,-16.67,No,No,Female,Direct,9,ERS,Bangalore,31,Joined
7688,3225707,No,9,90,E1,52.38,46.67,-3.75,No,No,Female,Agency,3,CSMP,Noida,27,Not Joined
7689,3225710,Yes,35,30,E1,113,113,0,No,No,Male,Agency,3,ERS,Chennai,28,Joined
7690,3225719,No,5,30,E1,115.31,139.23,11.11,No,No,Male,Agency,4,ERS,Chennai,28,Joined
7691,3225726,Yes,5,60,E1,60.49,90.12,18.46,No,No,Male,Agency,4,ERS,Chennai,27,Joined
7692,3225729,No,35,30,E1,50,50,0,No,Yes,Male,Agency,3,ERS,Chennai,26,Joined
7693,3225737,Yes,61,45,E1,66.67,124,34.4,No,No,Male,Agency,4,INFRA,Chennai,24,Joined
7694,3225740,Yes,13,45,E2,66.67,83.71,10.23,No,No,Male,Employee Referral,6,INFRA,Chennai,29,Joined
7695,3225747,Yes,24,30,E2,56.25,32.81,-15,No,No,Male,Agency,7,ERS,Chennai,32,Not Joined
7696,3225749,No,0,30,E1,58.76,38.89,-12.52,No,No,Male,Employee Referral,1,INFRA,Pune,25,Joined
7697,3225753,Yes,12,60,E1,56.63,56.63,0,No,No,Male,Agency,4,ERS,Chennai,27,Not Joined
7698,3225771,Yes,83,60,E1,47.83,30.43,-11.76,No,No,Male,Direct,5,BFSI,Bangalore,26,Joined
7700,3225801,Yes,69,30,E1,65.84,46.7,-11.54,No,No,Male,Direct,3,ERS,Chennai,25,Joined
7701,3225806,No,0,30,E2,42.86,42.86,0,No,No,Male,Direct,7,INFRA,Noida,35,Joined
7702,3225812,No,40,45,E1,83.33,48.33,-19.09,No,No,Female,Employee Referral,4,CSMP,Bangalore,27,Joined
7703,3225835,No,35,30,E2,42.86,42.86,0,No,No,Female,Direct,3,INFRA,Noida,26,Joined
7704,3225856,Yes,22,30,E1,33.33,5.95,-20.54,No,No,Male,Agency,3,CSMP,Chennai,31,Joined
7705,3225876,Yes,41,30,E1,82.61,82.61,0,No,No,Male,Direct,3,CSMP,Chennai,28,Joined
7706,3225885,No,1,30,E3,52.67,52.67,0,No,No,Male,Agency,13,INFRA,Mumbai,38,Joined
7707,3225931,No,2,30,E1,100,44,-28,No,No,Female,Agency,1,INFRA,Noida,22,Joined
7708,3225941,No,2,30,E1,75,37.5,-21.43,No,No,Female,Agency,1,INFRA,Noida,27,Joined
7710,3225953,Yes,2,30,E1,39.53,51.16,8.33,No,No,Female,Direct,4,ERS,Chennai,27,Joined
7711,3225956,No,2,30,E2,-10.42,-10.42,0,No,No,Male,Agency,7,ERS,Bangalore,33,Joined
7712,3225961,No,7,45,E1,50,8,-28,No,No,Female,Agency,1,INFRA,Noida,24,Joined
7714,3225990,Yes,49,30,E2,18.18,22.73,3.85,No,No,Male,Employee Referral,8,EAS,Bangalore,31,Not Joined
7715,3226013,Yes,20,30,E1,18.18,18.18,0,No,No,Male,Agency,5,BFSI,Bangalore,34,Joined
7716,3226019,No,2,60,E1,57.89,47.37,-6.67,No,No,Male,Direct,3,ERS,Chennai,26,Joined
7717,3226046,Yes,5,30,E1,11.11,-7.78,-17,No,No,Male,Direct,5,AXON,Bangalore,29,Joined
7718,3226058,No,1,30,E2,8.33,8.33,0,No,No,Male,Direct,6,INFRA,Noida,32,Joined
7719,3226076,Yes,15,30,E2,60,60,0,No,No,Male,Direct,5,INFRA,Noida,33,Joined
7720,3226081,No,3,90,E2,30,30,0,No,No,Male,Direct,6,BFSI,Bangalore,31,Joined
7721,3226089,Yes,1,60,E1,71.43,60,-6.67,Yes,No,Male,Direct,3,ERS,Chennai,26,Not Joined
7722,3226096,Yes,80,30,E1,66.67,83.33,10,Yes,No,Female,Direct,3,ERS,Chennai,26,Joined
7723,3226129,Yes,12,30,E1,44,60,11.11,No,No,Male,Direct,8,INFRA,Pune,30,Joined
7724,3226136,No,9,30,E2,66.67,60,-4,No,No,Male,Employee Referral,5,INFRA,Noida,31,Joined
7725,3226204,Yes,100,90,E1,50.75,33.17,-11.67,No,No,Male,Agency,3,ERS,Bangalore,25,Not Joined
7726,3226259,No,1,30,E1,75,75,0,No,No,Female,Employee Referral,3,ERS,Chennai,27,Joined
7727,3226449,Yes,63,30,E1,150,147.22,-1.11,No,No,Male,Employee Referral,1,ERS,Bangalore,27,Joined
7728,3226564,Yes,17,45,E2,42.86,42.86,0,No,No,Male,Employee Referral,4,INFRA,Mumbai,25,Joined
7730,3228619,Yes,109,90,E1,25,13.89,-8.89,No,Yes,Male,Employee Referral,5,ETS,Chennai,29,Joined
7731,3229369,Yes,4,75,E2,60.71,55.36,-3.33,No,No,Female,Agency,6,CSMP,Chennai,32,Joined
7732,3229374,No,26,60,E1,57.89,44.74,-8.33,No,No,Male,Employee Referral,3,ERS,Bangalore,30,Not Joined
7733,3229388,No,5,30,E3,27.14,27.14,0,No,Yes,Male,Direct,12,BFSI,Bangalore,34,Joined
7734,3229403,No,32,30,E1,41.03,38.46,-1.82,No,Yes,Male,Direct,3,ERS,Chennai,26,Joined
7735,3229510,No,3,45,E1,74.93,74.93,0,No,No,Female,Agency,3,ETS,Chennai,26,Joined
7736,3229555,No,1,0,E2,0,-2.93,-2.93,No,No,Male,Agency,7,INFRA,Chennai,31,Joined
7737,3229556,No,3,0,E1,66.28,52.98,-8,No,No,Male,Agency,2,INFRA,Chennai,26,Joined
7738,3229562,Yes,3,30,E1,40,46,4.29,No,No,Male,Agency,5,ETS,Chennai,30,Not Joined
7739,3229587,No,12,30,E2,29.03,12.9,-12.5,No,No,Female,Direct,7,ERS,Chennai,29,Not Joined
7741,3229714,No,55,90,E1,18.42,18.42,0,No,No,Female,Direct,3,BFSI,Chennai,27,Joined
7743,3229716,No,67,60,E1,36.59,36.59,0,No,No,Male,Direct,3,BFSI,Chennai,27,Joined
7745,3229721,Yes,101,90,E2,27.97,27.97,0,No,No,Male,Employee Referral,8,ERS,Chennai,32,Joined
7747,3229727,Yes,4,90,E1,33.33,24.44,-6.67,No,No,Male,Agency,4,ERS,Noida,26,Joined
7748,3229730,Yes,36,30,E2,32.35,17.65,-11.11,No,Yes,Male,Direct,5,EAS,Chennai,34,Joined
7749,3229760,No,0,60,E2,57.14,42.86,-9.09,No,No,Male,Employee Referral,4,INFRA,Noida,29,Joined
7750,3229776,No,4,30,E1,53.06,50.51,-1.67,Yes,No,Male,Direct,3,CSMP,Noida,27,Joined
7751,3229792,No,5,90,E2,49.61,49.61,0,No,Yes,Male,Agency,7,BFSI,Mumbai,41,Joined
7752,3229855,No,6,0,E2,32.5,32.5,0,No,No,Female,Agency,6,BFSI,Mumbai,36,Joined
7753,3229860,No,0,60,E2,25,40.63,12.5,No,No,Male,Agency,8,INFRA,Noida,31,Joined
7754,3229891,Yes,65,60,E2,33.23,37.82,3.45,No,No,Male,Agency,6,INFRA,Chennai,29,Not Joined
7755,3229901,Yes,12,30,E1,50,65,10,No,No,Male,Agency,3,INFRA,Chennai,25,Joined
7757,3229953,No,12,30,E1,28.57,42.86,11.11,No,No,Male,Direct,1,INFRA,Chennai,23,Joined
7759,3229996,Yes,97,30,E1,28.57,28.57,0,No,No,Male,Direct,3,ERS,Chennai,26,Joined
7760,3230017,Yes,42,60,E1,33.33,33.33,0,No,No,Male,Agency,3,ERS,Noida,27,Joined
7762,3230070,No,3,45,E1,100,90,-5,No,No,Male,Employee Referral,4,BFSI,Chennai,28,Joined
7763,3230088,Yes,42,30,E1,0,0,0,No,No,Male,Employee Referral,6,CSMP,Noida,31,Joined
7764,3230097,Yes,10,30,E1,52.19,38.14,-9.23,No,No,Male,Employee Referral,3,ERS,Chennai,32,Joined
7766,3230172,Yes,2,45,E1,8.33,8.33,0,No,No,Female,Employee Referral,4,ERS,Chennai,27,Joined
7767,3230200,No,5,30,E2,0,0,0,No,No,Male,Direct,8,INFRA,Bangalore,31,Joined
7769,3230270,Yes,101,75,E1,33.76,33.76,0,No,No,Male,Agency,4,BFSI,Bangalore,27,Not Joined
7770,3230272,No,27,30,E1,26.32,18.42,-6.25,No,No,Male,Agency,3,BFSI,Bangalore,25,Joined
7771,3230273,No,9,30,E1,19.05,19.05,0,No,No,Male,Agency,3,BFSI,Bangalore,25,Joined
7772,3230274,No,20,30,E1,38.89,38.89,0,No,No,Male,Agency,3,BFSI,Bangalore,29,Joined
7773,3230275,No,12,30,E1,35.14,35.14,0,No,No,Male,Agency,3,BFSI,Bangalore,26,Joined
7774,3230276,No,16,30,E1,27.03,27.03,0,No,No,Male,Agency,3,BFSI,Bangalore,28,Joined
7775,3230277,Yes,69,60,E2,42.86,42.86,0,No,No,Male,Agency,6,BFSI,Bangalore,34,Joined
7776,3230278,No,16,30,E1,38.89,38.89,0,No,No,Male,Agency,3,BFSI,Bangalore,25,Joined
7778,3230280,No,20,60,E1,30.71,30.71,0,No,No,Male,Agency,3,BFSI,Bangalore,27,Joined
7779,3230284,Yes,99,90,E2,40.91,40.91,0,No,No,Male,Direct,8,EAS,Chennai,31,Not Joined
7780,3230322,Yes,31,30,E1,60,16,-27.5,Yes,Yes,Male,Agency,3,ERS,Chennai,26,Joined
7781,3230326,No,2,30,E1,33.33,53.33,15,No,No,Male,Agency,3,ERS,Noida,29,Joined
7782,3230366,Yes,52,30,E2,61.54,30.77,-19.05,Yes,Yes,Male,Agency,5,ERS,Bangalore,28,Joined
7783,3230417,Yes,13,30,E1,66.67,66.67,0,No,No,Male,Agency,5,CSMP,Chennai,33,Joined
7784,3230424,Yes,106,90,E1,100,100,0,No,Yes,Female,Direct,4,AXON,Noida,30,Joined
7785,3230437,No,0,30,E1,90.91,102.27,5.95,No,No,Male,Employee Referral,2,ERS,Bangalore,27,Joined
7786,3230495,Yes,61,60,E2,61.76,47.06,-9.09,No,No,Female,Agency,7,BFSI,Bangalore,29,Not Joined
7787,3230508,No,0,60,E1,42.86,42.86,0,No,No,Male,Agency,3,BFSI,Bangalore,25,Joined
7788,3230509,Yes,21,30,E1,61.29,61.29,0,No,No,Male,Agency,3,BFSI,Bangalore,27,Joined
7789,3230511,No,42,60,E1,34.53,35.14,0.45,No,No,Female,Agency,2,BFSI,Bangalore,25,Not Joined
7790,3230513,No,34,30,E1,32.53,32.53,0,No,No,Male,Agency,3,BFSI,Bangalore,25,Joined
7793,3230517,No,1,30,E1,30.95,30.95,0,No,No,Male,Direct,3,BFSI,Bangalore,28,Joined
7794,3230531,Yes,4,30,E1,45,50,3.45,No,No,Male,Agency,3,ERS,Chennai,26,Joined
7795,3230601,No,2,30,E1,76.92,76.92,0,No,No,Female,Direct,3,BFSI,Mumbai,27,Joined
7796,3230604,No,51,90,E3,48.44,54.69,4.21,No,No,Male,Agency,9,INFRA,Noida,34,Not Joined
7797,3230720,No,22,90,E1,57.89,57.89,0,No,No,Female,Employee Referral,2,ERS,Bangalore,25,Joined
7798,3230727,No,24,60,E2,28.57,28.57,0,No,No,Male,Employee Referral,7,INFRA,Noida,35,Joined
7800,3230773,No,3,30,E1,72.5,72.5,0,No,No,Male,Employee Referral,3,BFSI,Chennai,30,Joined
7801,3230810,No,3,30,E1,78.57,68.57,-5.6,No,No,Male,Direct,3,ERS,Chennai,26,Not Joined
7804,3231370,No,11,30,E1,69.7,69.7,0,No,No,Male,Employee Referral,3,CSMP,Chennai,28,Joined
7805,3233608,Yes,12,60,E2,50,39.29,-7.14,Yes,Yes,Male,Employee Referral,5,AXON,Noida,28,Joined
7806,3233653,Yes,8,30,E1,81.82,81.82,0,No,No,Male,Employee Referral,3,ERS,Bangalore,29,Joined
7807,3233668,Yes,16,30,E2,8.33,0,-7.69,Yes,No,Male,Employee Referral,7,ETS,Noida,30,Joined
7808,3233709,Yes,39,30,E2,25,25,0,No,No,Male,Agency,8,BFSI,Bangalore,35,Joined
7809,3233725,No,10,30,E1,37.5,37.5,0,No,No,Male,Agency,6,ETS,Chennai,29,Not Joined
7811,3233867,No,21,30,E1,150,75,-30,No,No,Male,Direct,2,CSMP,Chennai,29,Not Joined
7813,3233949,No,0,30,E2,48.15,67.59,13.13,No,Yes,Male,Direct,7,CSMP,Bangalore,31,Joined
7814,3233957,Yes,43,90,E1,87.5,56.25,-16.67,No,No,Male,Agency,3,ERS,Chennai,26,Not Joined
7816,3234103,No,1,30,E1,50,8,-28,No,No,Male,Agency,1,INFRA,Noida,25,Joined
7817,3234112,No,7,60,E1,114.29,114.29,0,No,No,Male,Agency,4,ETS,Chennai,27,Not Joined
7818,3234139,Yes,61,60,E3,54.36,61.07,4.35,No,No,Male,Agency,9,INFRA,Noida,34,Joined
7820,3234184,Yes,68,60,E1,66.67,66.67,0,No,No,Male,Direct,4,ETS,Bangalore,26,Joined
7821,3234222,Yes,68,90,E1,54,54,0,No,Yes,Male,Agency,5,ETS,Chennai,28,Joined
7822,3234236,Yes,64,60,E1,62.72,62.72,0,No,No,Male,Agency,3,BFSI,Bangalore,26,Joined
7823,3234294,No,0,60,E1,76.31,76.31,0,No,No,Female,Direct,5,CSMP,Kolkata,28,Joined
7825,3234322,No,13,30,E2,28.57,9.05,-15.19,No,No,Male,Employee Referral,10,BFSI,Chennai,37,Not Joined
7826,3234335,No,1,30,E2,42.86,42.86,0,No,Yes,Male,Employee Referral,6,INFRA,Chennai,37,Joined
7827,3234417,No,5,30,E2,44.44,37.78,-4.62,No,No,Male,Direct,4,INFRA,Chennai,33,Joined
7829,3234567,Yes,11,30,E2,66.67,77.08,6.25,No,No,Female,Agency,5,ETS,Bangalore,30,Joined
7830,3234573,No,16,30,E1,18,18,0,No,No,Male,Direct,3,BFSI,Chennai,29,Joined
7832,3234657,No,17,30,E1,26.32,26.32,0,No,No,Female,Agency,5,ERS,Chennai,30,Joined
7833,3234674,Yes,19,30,E2,50.19,30.16,-13.33,No,No,Male,Agency,6,ERS,Chennai,31,Not Joined
7835,3234737,Yes,71,60,E1,87.5,71.88,-8.33,No,No,Female,Agency,3,ETS,Bangalore,27,Joined
7836,3234744,Yes,4,30,E1,33.33,13.33,-15,No,No,Male,Direct,2,INFRA,Chennai,25,Joined
7837,3234772,No,16,30,E1,50,8,-28,No,No,Male,Agency,1,INFRA,Noida,25,Joined
7838,3234795,No,4,90,E1,32.36,32.38,0.02,No,No,Male,Agency,2,ERS,Chennai,25,Not Joined
7839,3234810,Yes,4,0,E1,50,50,0,No,No,Male,Employee Referral,3,ERS,Bangalore,26,Joined
7840,3234832,No,9,60,E2,22.28,22.28,0,No,No,Male,Direct,8,CSMP,Chennai,32,Joined
7841,3234857,Yes,33,30,E1,0.62,0.62,0,Yes,No,Male,Agency,4,BFSI,Bangalore,34,Joined
7842,3234859,Yes,31,30,E1,94.44,91.67,-1.43,No,No,Male,Agency,4,ERS,Bangalore,26,Not Joined
7843,3234871,Yes,39,30,E1,34.76,33.33,-1.06,No,No,Male,Direct,2,INFRA,Mumbai,25,Joined
7844,3234884,No,31,30,E1,50,50,0,No,No,Male,Agency,3,ERS,Chennai,28,Joined
7845,3234930,No,0,0,E2,75,175,57.14,No,No,Male,Agency,5,INFRA,Noida,32,Joined
7847,3235083,Yes,9,60,E3,39,39,0,Yes,No,Male,Direct,8,ERS,Bangalore,31,Joined
7848,3235111,No,0,30,E1,18.75,37.5,15.79,No,No,Male,Direct,1,INFRA,Mumbai,24,Joined
7849,3235115,Yes,13,60,E2,33.33,22.22,-8.33,No,No,Male,Employee Referral,7,BFSI,Bangalore,41,Joined
7850,3235179,No,10,30,E1,51.52,51.52,0,No,No,Male,Agency,3,BFSI,Bangalore,25,Joined
7851,3235198,Yes,43,60,E1,78.57,60.71,-10,No,Yes,Male,Agency,3,ERS,Noida,26,Joined
